0;1
0.15;1.16183
0.3;1.34986
0.45;1.56831
0.6;1.82212
0.75;2.117
0.9;2.4596
1.05;2.85765
1.2;3.32012
1.35;3.85743
1.5;4.4817
1.65;5.20699
1.8;6.04967
1.95;7.02872
2.1;8.16621
2.25;9.48778
2.4;11.0232
2.55;12.8072
2.7;14.8798
2.85;17.2879
3;20.0857
